cnpj,codigo,descricao
11979483000134,4729699,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
11979483000134,4755503,"Comercio varejista de artigos de cama, mesa e banho"
29186612000100,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
29186612000100,6209100,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
02359316000108,4530705,Comércio a varejo de pneumáticos e câmaras-de-ar
02359316000108,4741500,Comércio varejista de tintas e materiais para pintura
02359316000108,4732600,Comércio varejista de lubrificantes
02359316000108,4520001,Serviços de manutenção e reparação mecânica de veículos automotores
02359316000108,4520003,Serviços de manutenção e reparação elétrica de veículos automotores
02359316000108,4520004,Serviços de alinhamento e balanceamento de veículos automotores
02359316000108,4520002,Serviços de lanternagem ou funilaria e pintura de veículos automotores
02359316000108,4520007,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores"
19202515000100,9529106,Reparação de jóias
19202515000100,9529103,Reparação de relógios
19202515000100,9529102,Chaveiros
19202515000100,8299703,"Serviços de gravação de carimbos, exceto confecção"
19202515000100,4789007,Comércio varejista de equipamentos para escritório
19202515000100,4783102,Comércio varejista de artigos de relojoaria
19202515000100,4783101,Comércio varejista de artigos de joalheria
19202515000100,4763601,Comércio varejista de brinquedos e artigos recreativos
19202515000100,4755502,Comercio varejista de artigos de armarinho
19202515000100,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
19202515000100,4752100,Comércio varejista especializado de equipamentos de telefonia e comunicação
19202515000100,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
19202515000100,4713002,"Lojas de variedades, exceto lojas de departamentos ou magazines"
05909575000145,1811302,"Impressão de livros, revistas e outras publicações periódicas"
05909575000145,1822901,Serviços de encadernação e plastificação
12062755000108,4321500,Instalação e manutenção elétrica
12062755000108,4742300,Comércio varejista de material elétrico
12062755000108,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
12062755000108,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
12062755000108,4757100,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação"
12062755000108,8020001,Atividades de monitoramento de sistemas de segurança eletrônico
21248810000131,9493600,Atividades de organizações associativas ligadas à cultura e à arte
21248810000131,9499500,Atividades associativas não especificadas anteriormente
20569836000119,0,
00774518000182,0,
23947548000149,1822901,Serviços de encadernação e plastificação
23947548000149,3314799,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente
23947548000149,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
23947548000149,4761003,Comércio varejista de artigos de papelaria
23947548000149,4789007,Comércio varejista de equipamentos para escritório
23947548000149,6201501,Desenvolvimento de programas de computador sob encomenda
23947548000149,6202300,Desenvolvimento e licenciamento de programas de computador customizáveis
23947548000149,6204000,Consultoria em tecnologia da informação
23947548000149,7733100,Aluguel de máquinas e equipamentos para escritórios
23947548000149,8211300,Serviços combinados de escritório e apoio administrativo
23947548000149,8219901,Fotocópias
23947548000149,9511800,Reparação e manutenção de computadores e de equipamentos periféricos
45729395000104,4755501,Comércio varejista de tecidos
45729395000104,9529199,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente
45729395000104,4781400,Comércio varejista de artigos do vestuário e acessórios
45729395000104,1412602,"Confecção, sob medida, de peças do vestuário, exceto roupas íntimas"
45729395000104,3292202,Fabricação de equipamentos e acessórios para segurança pessoal e profissional
45729395000104,7723300,"Aluguel de objetos do vestuário, jóias e acessórios"
45729395000104,1340599,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário"
45729395000104,1359600,Fabricação de outros produtos têxteis não especificados anteriormente
12685355000140,0,
02966446000109,3313902,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos"
02966446000109,4619200,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
02966446000109,4642702,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho
02966446000109,4661300,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças"
02966446000109,4692300,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários"
02966446000109,4771704,Comércio varejista de medicamentos veterinários
31940546000156,4789099,Comércio varejista de outros produtos não especificados anteriormente
31940546000156,8630503,Atividade médica ambulatorial restrita a consultas
31940546000156,8630504,Atividade odontológica
31940546000156,9603305,Serviços de somatoconservação
31940546000156,9603399,Atividades funerárias e serviços relacionados não especificados anteriormente
41516997000114,2512800,Fabricação de esquadrias de metal
41516997000114,4330402,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material"
41516997000114,4789099,Comércio varejista de outros produtos não especificados anteriormente
12959463000164,1811302,"Impressão de livros, revistas e outras publicações periódicas"
12959463000164,1812100,Impressão de material de segurança
12959463000164,1813001,Impressão de material para uso publicitário
12959463000164,1813099,Impressão de material para outros usos
12959463000164,4618499,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente
12959463000164,4619200,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
12959463000164,4647801,Comércio atacadista de artigos de escritório e de papelaria
12959463000164,4649401,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico
12959463000164,4649408,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar"
12959463000164,4651601,Comércio atacadista de equipamentos de informática
12959463000164,4651602,Comércio atacadista de suprimentos para informática
12959463000164,4652400,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação
12959463000164,4669999,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças
12959463000164,4679699,Comércio atacadista de materiais de construção em geral
12959463000164,4689399,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
12959463000164,4729699,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
12959463000164,4772500,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
12959463000164,4789005,Comércio varejista de produtos saneantes domissanitários
12959463000164,6201501,Desenvolvimento de programas de computador sob encomenda
12959463000164,6202300,Desenvolvimento e licenciamento de programas de computador customizáveis
12959463000164,6204000,Consultoria em tecnologia da informação
12959463000164,6319400,"Portais, provedores de conteúdo e outros serviços de informação na internet"
12959463000164,7319002,Promoção de vendas
12959463000164,8219901,Fotocópias
12959463000164,8599603,Treinamento em informática
23644525000165,4321500,Instalação e manutenção elétrica
23644525000165,6110802,Serviços de redes de transportes de telecomunicações - SRTT
23644525000165,6110803,Serviços de comunicação multimídia - SCM
23644525000165,6130200,Telecomunicações por satélite
23644525000165,6190699,Outras atividades de telecomunicações não especificadas anteriormente
23644525000165,6202300,Desenvolvimento e licenciamento de programas de computador customizáveis
23644525000165,6209100,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
23644525000165,6311900,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet"
