uf,cep,cnpj,pais,email,porte,bairro,numero,ddd_fax,municipio,logradouro,cnae_fiscal,codigo_pais,complemento,codigo_porte,razao_social,nome_fantasia,capital_social,ddd_telefone_1,ddd_telefone_2,opcao_pelo_mei,descricao_porte,codigo_municipio,natureza_juridica,situacao_especial,opcao_pelo_simples,situacao_cadastral,data_opcao_pelo_mei,data_exclusao_do_mei,cnae_fiscal_descricao,codigo_municipio_ibge,data_inicio_atividade,data_situacao_especial,data_opcao_pelo_simples,data_situacao_cadastral,nome_cidade_no_exterior,codigo_natureza_juridica,data_exclusao_do_simples,motivo_situacao_cadastral,ente_federativo_responsavel,identificador_matriz_filial,qualificacao_do_responsavel,descricao_situacao_cadastral,descricao_tipo_de_logradouro,descricao_motivo_situacao_cadastral,descricao_identificador_matriz_filial
MG,39680000,19202515000100,,,MICRO EMPRESA,CENTRO,80,3335162457,CAPELINHA,DO POVO,9529199,,LETRA: D;,1,REISMAN JOIAS LTDA,,70000,3335162457,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente,3112307,2013-11-05,,2013-11-05,2013-11-05,,2062,,0,,1,49,ATIVA,PRACA,SEM MOTIVO,MATRIZ
MG,39680000,05909575000145,,,MICRO EMPRESA,CENTRO,133,3335164400,CAPELINHA,GOVERNADOR VALADARES,1813099,,SALA 8,1,MARIA J CHAVES,,0,3335164400,3391462042,False,,4245,Empresário (Individual),,True,2,,,Impressão de material para outros usos,3112307,2003-09-23,,2007-07-01,2005-11-03,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,12062755000108,,,MICRO EMPRESA,centro,262,,CAPELINHA,Jose Pimenta de figueiredo,4752100,,CASA,1,DILMA XAVIER DE CARVALHO 60194286649,,20000,3335162126,,False,,4245,Empresário (Individual),,True,2,2010-06-10,2012-09-30,Comércio varejista especializado de equipamentos de telefonia e comunicação,3112307,2010-06-10,,2010-06-10,2010-06-10,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,21248810000131,,,DEMAIS,CENTRO,31,,CAPELINHA,VO MARIQUINHA,9430800,,,5,"ASSOCIACAO COMERCIAL, INDUSTRIAL, AGROPECUARIA E DE SERVICOS DE CAPELINHA",,0,3335161214,,,,4245,Associação Privada,,,2,,,Atividades de associações de defesa de direitos sociais,3112307,1982-06-22,,,1998-07-28,,3999,,0,,1,16,ATIVA,BECO,SEM MOTIVO,MATRIZ
MG,39680000,20569836000119,,,DEMAIS,,520,,CAPELINHA,LOC ANEL RODOVIARIO,6010100,,,5,SISTEMA CAPELINHENSE DE RADIODIFUSAO LTDA,ARANAS FM,40000,3335161214,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Atividades de rádio,3112307,1988-11-22,,2020-01-01,2001-02-25,,2062,,0,,1,49,ATIVA,,SEM MOTIVO,MATRIZ
MG,39680000,00774518000182,,,EMPRESA DE PEQUENO PORTE,CENTRO,709,,CAPELINHA,DR. HERMELINDO,4744099,,,3,CONSTROI L & J LTDA,CONSTRUVALE MATERIAL DE CONSTRUCAO,40000,,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de materiais de construção em geral,3112307,1995-08-25,,2013-01-01,2005-11-03,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,23947548000149,,,EMPRESA DE PEQUENO PORTE,PLANALTO,729,,CAPELINHA,DOUTOR HERMELINDO,7739099,,,3,LEONARDO C VILARINO DE SOUZA,MAQUIMPRESS DO BRASIL,25000,3335164004,,False,,4245,Empresário (Individual),,True,2,2016-01-11,2018-06-30,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",3112307,2016-01-11,,2016-01-11,2016-01-11,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,45729395000104,,,MICRO EMPRESA,CENTRO,232,,CAPELINHA,RAUL COELHO,7319002,,,1,45.729.395 SARA LOPES DO NASCIMENTO,NASCIMENTO VENDAS,100,3391396690,,True,,4245,Empresário (Individual),,True,2,2022-03-21,,Promoção de vendas,3112307,2022-03-21,,2022-03-21,2022-03-21,,2135,,0,,1,50,ATIVA,10A RUA,SEM MOTIVO,MATRIZ
MG,39680000,12685355000140,,,MICRO EMPRESA,CENTRO,144,,CAPELINHA,DR HERMELINDO,5510801,,,1,HOTEL MUNDO NOVO LTDA,CATUAI PALACE HOTEL,800000,3335164425,3335162257,False,,4245,Sociedade Empresária Limitada,,True,2,,,Hotéis,3112307,2010-10-19,,2010-10-19,2010-10-19,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,02966446000109,,,EMPRESA DE PEQUENO PORTE,PLANALTO,733,0335161435,CAPELINHA,RIO BRANCO,4683400,,,3,AGROPECUARIA VERDE MINAS LTDA,,30000,0335161214,,,,4245,Sociedade Empresária Limitada,,,2,,,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",3112307,1999-02-04,,,2002-08-10,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,31940546000156,,,MICRO EMPRESA,PIEDADE,81,,CAPELINHA,MINAS NOVAS,9603304,,,1,FUNERARIA SILVA & MOURAO LTDA,PAX SOCIAL MINAS,20000,3835211497,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Serviços de funerárias,3112307,2018-11-05,,2019-01-01,2018-11-05,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,41516997000114,,,MICRO EMPRESA,PLANALTO,1159,,CAPELINHA,RIO BRANCO,4743100,,,1,MAIS REAL VIDROS E ESQUADRIAS LTDA,,25000,3399004381,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de vidros,3112307,2021-04-09,,2021-04-09,2021-04-09,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,35162038,12959463000164,,,MICRO EMPRESA,IGUACU,55,,IPATINGA,DOS CAETES,4751201,,SALA 101,1,INFO DIRECT COMERCIAL LTDA,,1000000,3188870348,,False,,4625,Sociedade Empresária Limitada,,False,2,2010-12-03,2015-04-30,Comércio varejista especializado de equipamentos e suprimentos de informática,3131307,2010-12-03,,2019-01-01,2010-12-03,,2062,2022-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
RS,93020010,23644525000165,,,MICRO EMPRESA,PADRE REUS,287,,SAO LEOPOLDO,SANTO AFONSO,9511800,,,1,ALVARO GUILHERME GROTH,LEGISLATIVA INFORMACOES ELETRONICAS,25000,5130375376,,False,,8877,Empresário (Individual),,True,2,,,Reparação e manutenção de computadores e de equipamentos periféricos,4318705,2015-11-09,,2017-01-01,2015-11-09,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39803079,28748272000193,,,MICRO EMPRESA,MARAJOARA,170,,TEOFILO OTONI,CARLOS ALBERTO CUNHA MELLO,6311900,,APT 101,1,DIGITALIZA TECNOLOGIA E GESTAO DE DADOS LTDA,DIGITALIZA SISTEMAS,60000,3335210086,,False,,5371,Sociedade Empresária Limitada,,True,2,,,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",3168606,2017-09-28,,2017-09-28,2017-09-28,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,35147765000133,,,MICRO EMPRESA,PIEDADE,237,,CAPELINHA,PEDRO ALVARES CABRAL,1412601,,,1,MARCOS SANTOS ALECRIM 10104881631,MALHARIA RM,15000,3399976512,,True,,4245,Empresário (Individual),,True,2,2019-10-10,,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",3112307,2019-10-10,,2019-10-10,2019-10-10,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,41354686000104,,,MICRO EMPRESA,BAIRRO VISTA ALEGRE,187,,CAPELINHA,RUA SANTA MARIA,9001906,,,1,41.354.686 ALAERTE PEREIRA DE SA,SONORIZACAO L.S,1000,3398340440,,True,,4245,Empresário (Individual),,True,2,2021-03-25,,Atividades de sonorização e de iluminação,3112307,2021-03-25,,2021-03-25,2021-03-25,,2135,,0,,1,50,ATIVA,10A RUA,SEM MOTIVO,MATRIZ
MG,39680000,29355868000196,,,EMPRESA DE PEQUENO PORTE,PIEDADE,715,3335163897,CAPELINHA,TRANCREDO NEVES,4771701,,,3,MATOS E NASCIMENTO DROGARIA LTDA,MEDCAP,50000,3335164050,3391252689,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",3112307,2018-01-04,,2018-01-04,2018-01-04,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
RS,98870000,04622587000121,,,MICRO EMPRESA,CENTRO,871,5533811021,GIRUA,ARTHUR FERRAZ DE ALMEIDA CAMPOS,9511800,,,1,04.622.587 JONAS FERNANDES,CENTER MIDIA,6000,5599941062,,True,,8679,Empresário (Individual),,True,2,2023-01-01,,Reparação e manutenção de computadores e de equipamentos periféricos,4309001,2001-08-16,,2007-07-01,2005-11-03,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,22025409000103,,,EMPRESA DE PEQUENO PORTE,JARDIM AEROPORTO II,1235,,CAPELINHA,TANCREDO NEVES,4744099,,,3,GSM MATERIAL DE CONSTRUCAO E MADEIRA LTDA,,30000,3335163897,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de materiais de construção em geral,3112307,2015-03-11,,2015-03-11,2015-03-11,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,22558280000190,,,MICRO EMPRESA,PLANALTO,148,,CAPELINHA,ANEL RODOVIARIO,4520007,,LOJA,1,HELCIO VIEIRA PEIXOTO 11712119613,HELCIO INSULFILM,5000,3391197131,,True,,4245,Empresário (Individual),,True,2,2015-05-29,,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",3112307,2015-05-29,,2015-05-29,2015-05-29,,2135,,0,,1,50,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
MG,39680000,25254722000101,,,MICRO EMPRESA,JARDIM AEROPORTO,510,3335161306,CAPELINHA,BRASIL,3101200,,,1,HOME & ART MOVEIS MARCENARIA LTDA,HOME & ART MOVEIS MARCENARIA,138595,3335161306,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Fabricação de móveis com predominância de madeira,3112307,2016-07-21,,2016-07-21,2016-07-21,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,33595231000144,,,MICRO EMPRESA,JARDIM AEROPORTO,168,,CAPELINHA,JAPAO,8230001,,,1,GABRIELA MOREIRA LOUZADA DA COSTA 07196952600,BRINCAR DECORACAO E LOCACAO DE BRINQUEDOS,10000,3391599534,,True,,4245,Empresário (Individual),,True,2,2019-05-12,,"Serviços de organização de feiras, congressos, exposições e festas",3112307,2019-05-12,,2019-05-12,2019-05-12,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,45830075000138,,,MICRO EMPRESA,MARIA LUCIA,876,,CAPELINHA,JUVENTINO VIEIRA,1622602,,,1,MARCENARIA BOA ESPERANCA LTDA,MARCENARIA BOA ESPERANCA,50000,3335163682,3391270088,False,,4245,Sociedade Empresária Limitada,,True,2,,,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,3112307,2022-03-29,,2022-03-29,2022-03-29,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,45936672000141,,,MICRO EMPRESA,PLANALTO,365,,CAPELINHA,MANOEL DE SOUZA,2391503,,,1,JM MARMORARIA LTDA,MARMORARIA CARVALHO,50000,3388862022,,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras",3112307,2022-04-06,,2022-04-06,2022-04-06,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,46985232000147,,,MICRO EMPRESA,CENTRO,90,,CAPELINHA,CLOVIS PIMENTA DE FIGUEIREDO,6821801,,,1,JUNIOR FROIS IMOBILIARIA LTDA,,15000,3391285146,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Corretagem na compra e venda e avaliação de imóveis,3112307,2022-07-01,,2022-07-01,2022-07-01,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,27281290000145,,,MICRO EMPRESA,PIEDADE,219,,CAPELINHA,PIEDADE,4924800,,,1,MARIA CELESTE CORDEIRO GUEDES 37228346866,ESCOLAR TIA CELESTE,9000,3391045252,,False,,4245,Empresário (Individual),,True,2,2017-03-13,2022-08-31,Transporte escolar,3112307,2017-03-13,,2017-03-13,2017-03-13,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,27651115000100,,,MICRO EMPRESA,ZONA RURAL,SN,,CAPELINHA,CAMARINHAS,4924800,,,1,JOAO ANTONIO RODRIGUES SILVA 04106675609,,3000,3335161306,,True,,4245,Empresário (Individual),,True,2,2017-05-04,,Transporte escolar,3112307,2017-05-04,,2017-05-04,2017-05-04,,2135,,0,,1,50,ATIVA,FAZENDA,SEM MOTIVO,MATRIZ
MG,39680000,29563618000141,,,MICRO EMPRESA,JARDIM AERIPORTO,250,,CAPELINHA,MEXICO,4924800,,,1,REMY SOARES DE JESUS 06758540677,,20000,3399316423,,False,,4245,Empresário (Individual),,False,8,2018-01-30,2022-09-30,Transporte escolar,3112307,2018-01-30,,2018-01-30,2023-07-07,,2135,2023-07-07,1,,1,50,BAIXADA,RUA,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MATRIZ
MG,39680000,29550213000179,,,MICRO EMPRESA,APARECIDA,256,,CAPELINHA,PRIMEIRO DE MAIO,4724500,,,1,29.550.213 ENILSON APARECIDO GOMES RAMOS,,6000,3391762006,,True,,4245,Empresário (Individual),,True,2,2018-01-29,,Comércio varejista de hortifrutigranjeiros,3112307,2018-01-29,,2018-01-29,2018-01-29,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39648000,07283894000113,,,MICRO EMPRESA,CENTRO,170,3337391378,CHAPADA DO NORTE,PADRE JOSE MARIA DO SACRAMENTO,4744099,,,1,LUCIANA DE CASSIA MELO,ELETROVALE,0,3337391378,3388032811,False,,4321,Empresário (Individual),,True,2,,,Comércio varejista de materiais de construção em geral,3116100,2005-03-14,,2010-01-01,,,2135,,0,,1,50,ATIVA,PRACA,SEM MOTIVO,MATRIZ
MG,39680000,29458776000131,,,MICRO EMPRESA,ZONA RURAL,999,,CAPELINHA,MACUCO GROTA,4924800,,,1,VALMIR ROCHA FERNANDES 06479571673,TRANSPORTES FERNANDES,5000,3892291723,,False,,4245,Empresário (Individual),,False,8,2018-01-17,2023-06-19,Transporte escolar,3112307,2018-01-17,,2018-01-17,2023-06-19,,2135,2023-06-19,1,,1,50,BAIXADA,FAZENDA,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MATRIZ
MG,39680000,29584283000148,,,MICRO EMPRESA,ZONA RURAL,SN,,CAPELINHA,CAMARINHAS,4924800,,,1,ROSIMAR PEREIRA DOS SANTOS,,40000,3391970007,,False,,4245,Empresário (Individual),,True,2,2018-01-31,2018-01-31,Transporte escolar,3112307,2018-01-31,,2018-01-31,2018-01-31,,2135,,0,,1,50,ATIVA,CORREGO,SEM MOTIVO,MATRIZ
MG,39680000,13749564000173,,,MICRO EMPRESA,MARIA LUCIA,215,,CAPELINHA,BELO HORIZONTE,4711302,,,1,CELINA APARECIDA FERNANDES ARAUJO,,30000,3335161108,3335162110,False,,4245,Empresário (Individual),,True,2,,,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",3112307,2011-06-02,,2011-06-02,2011-06-02,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39400503,16455916000176,,,MICRO EMPRESA,VILA GUILHERMINA,114,3832234133,MONTES CLAROS,DOMINGOS PORTUGUES,6202300,,SALA: 201;,1,SINTESE TECNOLOGIA E INFORMATICA LTDA,SINTESE TECNOLOGIA E INFORMATICA,30000,3832220813,,False,,4865,Sociedade Empresária Limitada,,True,2,,,Desenvolvimento e licenciamento de programas de computador customizáveis,3143302,2012-07-12,,2012-07-12,2012-07-12,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,15288543000123,,,EMPRESA DE PEQUENO PORTE,PLANALTO,500,,CAPELINHA,MANOEL DE SOUSA,4530701,,,3,NEVES E CARVALHO LTDA,ELETROCAP,200000,3335161976,3391042429,False,,4245,Sociedade Empresária Limitada,,False,2,,,Comércio por atacado de peças e acessórios novos para veículos automotores,3112307,2012-03-28,,2012-03-28,2012-03-28,,2062,2019-07-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39390000,03318266000175,,,EMPRESA DE PEQUENO PORTE,ESPLANADA,1653,,BOCAIUVA,LUIZ ANTONIO MONTEIRO,4744099,,,3,FERBOC LTDA,,15000,,,False,,4145,Sociedade Empresária Limitada,,False,2,,,Comércio varejista de materiais de construção em geral,3107307,1999-07-30,,2017-01-01,,,2062,2021-12-31,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,40505858000122,,,MICRO EMPRESA,JARDIM AEROPORTO,770,,CAPELINHA,BRASIL,4520001,,,1,DIESELTEC TECNOLOGIA AUTOMOTIVA LTDA,DIESELTEC TECNOLOGIA AUTOMOTIVA,80000,3835212488,,False,,4245,Sociedade Empresária Limitada,,True,2,2021-01-21,2022-08-31,Serviços de manutenção e reparação mecânica de veículos automotores,3112307,2021-01-21,,2021-01-21,2021-01-21,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,40505858000122,,,MICRO EMPRESA,JARDIM AEROPORTO,770,,CAPELINHA,BRASIL,4520001,,,1,DIESELTEC TECNOLOGIA AUTOMOTIVA LTDA,DIESELTEC TECNOLOGIA AUTOMOTIVA,80000,3835212488,,False,,4245,Sociedade Empresária Limitada,,True,2,2021-01-21,2022-08-31,Serviços de manutenção e reparação mecânica de veículos automotores,3112307,2021-01-21,,2021-01-21,2021-01-21,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,30110008,22558670000160,,,DEMAIS,FLORESTA,1390,,BELO HORIZONTE,DO CONTORNO,4761001,,,5,LIVRARIA DO PSICOLOGO E EDUCADOR LTDA,LIVRARIA DO PSICOLOGO E EDUCADOR,0,,,,,4123,Sociedade Empresária Limitada,,,2,,,Comércio varejista de livros,3106200,1987-01-14,,,2005-09-24,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,01287335000103,,,MICRO EMPRESA,CENTRO,377,3335162738,CAPELINHA,RIO BRANCO,7732201,,,1,LOKCAP CONSTRUCOES E LOCACOES LTDA,LOKCAP,150000,3335162837,,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",3112307,1996-07-04,,2007-07-01,2003-08-09,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,35010190,30804420000191,,,EMPRESA DE PEQUENO PORTE,CENTRO,461,3332798650,GOVERNADOR VALADARES,JOSE LUIZ NOGUEIRA,4649408,,,3,LIMPANDO HIGIENE E LIMPEZA LTDA,,250000,3330820922,,False,,4553,Sociedade Empresária Limitada,,False,2,,,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",3127701,2018-06-28,,2018-06-28,2018-06-28,,2062,2022-10-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,02478937000100,,,EMPRESA DE PEQUENO PORTE,VISTA ALEGRE,1055,,CAPELINHA,ANEL RODOVIARIO,4530705,,,3,ALAIR GOMES DA SILVA CPF 368.341.066-34,CARECA PNEUS,0,3335161792,,False,,4245,Empresário (Individual),,False,2,,,Comércio a varejo de pneumáticos e câmaras-de-ar,3112307,1998-04-08,,2020-01-01,2005-03-25,,2135,2020-12-31,0,,1,50,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
MG,31275050,22196675000190,,,EMPRESA DE PEQUENO PORTE,SAO LUIZ,250,,BELO HORIZONTE,CORONEL JOSE DIAS BICALHO,4751201,,SLJ,3,PAMPULHA SERVICOS DE INFORMATICA LTDA,INFO PAMPULHA,100000,3134412487,,False,,4123,Sociedade Empresária Limitada,,True,2,,,Comércio varejista especializado de equipamentos e suprimentos de informática,3106200,2015-04-07,,2019-01-01,2015-04-07,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,30580330,26923497000103,,,MICRO EMPRESA,ESTRELA DO ORIENTE,40A,,BELO HORIZONTE,MARIA MANUELA DO VALE,4751201,,,1,DANILO BERTOLDO LIBORIO,GLOBAL SERVICOS E COMERCIO,10000,3193962884,,False,,4123,Empresário (Individual),,True,2,2017-01-22,2017-09-30,Comércio varejista especializado de equipamentos e suprimentos de informática,3106200,2017-01-22,,2017-01-22,2017-01-22,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39790000,02662306000139,,,MICRO EMPRESA,ZONA RURAL,SN,3335162601,AGUA BOA,BR 120 KM 198,1052000,,,1,SANTA MARIA INDUSTRIA E COMERCIO LTDA,LATICINIO SANTA MARIA,15000,3335162601,3335161256,False,,4011,Sociedade Empresária Limitada,,False,2,,,Fabricação de laticínios,3100609,1998-07-14,,2022-01-01,2005-03-19,,2062,2022-01-01,0,,1,49,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
MG,30330270,17281106000103,,,DEMAIS,SANTO ANTONIO,525,,BELO HORIZONTE,MAR DE ESPANHA,3600601,,,5,COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG,COPASA MG,3402385700,3132501548,,,,4123,Sociedade de Economia Mista,,,2,,,"Captação, tratamento e distribuição de água",3106200,1966-08-24,,,2005-11-03,,2038,,0,,1,16,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,23331402000174,,,EMPRESA DE PEQUENO PORTE,CENTRO,217,,CAPELINHA,GOVERNADOR VALADARES,1412602,,LOJA 03 - SKY CENTER,3,MALHARIA FERNANDES DA MATTA LTDA,MALHAS EIFF,80000,3335162344,,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Confecção, sob medida, de peças do vestuário, exceto roupas íntimas",3112307,2015-09-23,,2015-09-23,2015-09-23,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,31535180,08587632000105,,,MICRO EMPRESA,RIO BRANCO,35,3134916599,BELO HORIZONTE,JOSE ANATOLIO FONTES,4530703,,,1,TRANSMIG COMERCIO DE PECAS LTDA,TRANSMIG,500000,3134922117,,False,,4123,Sociedade Empresária Limitada,,False,2,,,Comércio a varejo de peças e acessórios novos para veículos automotores,3106200,2006-12-18,,2007-07-01,2006-12-18,,2062,2022-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,10717955000118,,,MICRO EMPRESA,PLANALTO,599,3335162601,CAPELINHA,EUNESIO DIAS MAGALHAES,2542000,,,1,TALES ANTONIO DA COSTA SERRALHERIA,,10000,3335162601,3335162601,False,,4245,Empresário (Individual),,True,2,,,"Fabricação de artigos de serralheria, exceto esquadrias",3112307,2009-03-24,,2009-03-24,2009-03-24,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,32113270,24216677000120,,,EMPRESA DE PEQUENO PORTE,SAO JOAQUIM,417,,CONTAGEM,RUBI,4639701,,,3,MAIORCA DISTRIBUIDORA DE ALIMENTOS LTDA,,90000,3133629425,,False,,4371,Sociedade Empresária Limitada,,True,2,,,Comércio atacadista de produtos alimentícios em geral,3118601,2016-02-22,,2016-02-22,2016-02-22,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,31255170,01654749000115,,,DEMAIS,SAO FRANCISCO,1090,314917733,BELO HORIZONTE,MAJOR DELFINO DE PAULA,4511101,,,5,STRADA VEICULOS E PECAS LTDA,,29087000,314917723,,,,4123,Sociedade Empresária Limitada,,,2,,,"Comércio a varejo de automóveis, camionetas e utilitários novos",3106200,1997-02-05,,,2005-11-03,,2062,,0,,1,5,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,05830342000152,,,MICRO EMPRESA,CENTRO,32,,CAPELINHA,DO POVO,7719599,,,1,TRANSMILLA TRANSPORTES LTDA,TRANSCAP,2080000,3335161798,,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",3112307,2003-08-19,,2015-01-01,2005-11-03,,2062,,0,,1,49,ATIVA,PRACA,SEM MOTIVO,MATRIZ
MG,39680000,00478688000110,,,MICRO EMPRESA,CENTRO,480,3335161806,CAPELINHA,RUA DAS FLORES,4724500,,,1,VALBER NATALINO NEVES,VERDURA & COMPANHIA,0,3335161767,3335161806,False,,4245,Empresário (Individual),,True,2,,,Comércio varejista de hortifrutigranjeiros,3112307,1995-03-14,,2007-07-01,2004-10-09,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,12467323000179,,,EMPRESA DE PEQUENO PORTE,CENTRO,703,3335164216,CAPELINHA,DOUTOR HERMELINDO,4761003,,,3,PAPEL & CIA LTDA,PAPEL & CIA,100000,3335161443,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de artigos de papelaria,3112307,2010-08-31,,2010-08-31,2010-08-31,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,35044190,39872252000146,,,MICRO EMPRESA,VILA ISA,404,,GOVERNADOR VALADARES,PAULO DESLANDE,4744001,, A,1,EPI VALADARES COMERCIO VAREJISTA DE EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,EPI VALADARES - LOJA VILA ISA,30000,3398661414,,False,,4553,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de ferragens e ferramentas,3127701,2020-11-23,,2020-11-23,2020-11-23,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,22512453000130,,,MICRO EMPRESA,PLANALTO,600,,CAPELINHA,LOC ANEL RODOVIARIO,4530705,,,1,PNEUS CAP LTDA,,70000,,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio a varejo de pneumáticos e câmaras-de-ar,3112307,1986-11-11,,2007-07-01,2005-11-03,,2062,,0,,1,49,ATIVA,,SEM MOTIVO,MATRIZ
MG,39680000,10682302000140,,,EMPRESA DE PEQUENO PORTE,POVOADO DE CHAPADINHA,1,3335164216,CAPELINHA,ITABIRA,4712100,,,3,AGENALDO CORDEIRO GOMES,MINAS SUPERMERCADO,20000,3335161151,3335164216,False,,4245,Empresário (Individual),,True,2,,,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",3112307,2009-03-05,,2009-03-05,2009-03-05,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
